city,timestamp,temperature,season
New York,2010-04-01,12.156356117342577,spring
New York,2010-04-02,13.474015572858846,spring
New York,2010-04-03,21.207386130765038,spring
New York,2010-04-04,7.596664947132691,spring
New York,2010-04-05,4.693119059333844,spring
New York,2010-04-06,8.487285394812627,spring
New York,2010-04-07,8.494271155121652,spring
New York,2010-04-08,12.519637425483689,spring
New York,2010-04-09,10.648460589610623,spring
New York,2010-04-10,9.13203547162945,spring
New York,2010-04-11,9.270427736675543,spring
New York,2010-04-12,14.737161714722522,spring
New York,2010-04-13,5.9529980547981545,spring
New York,2010-04-14,1.0050062859810218,spring
New York,2010-04-15,9.7009685989622,spring
New York,2010-04-16,5.930795291313052,spring
New York,2010-04-17,10.646165232812365,spring
New York,2010-04-18,9.726852881852528,spring
New York,2010-04-19,1.8454604945553381,spring
New York,2010-04-20,13.426415810251338,spring
New York,2010-04-21,18.415584128776228,spring
New York,2010-04-22,11.537088451195247,spring
New York,2010-04-23,13.683723048514898,spring
New York,2010-04-24,6.903176946749934,spring
New York,2010-04-25,9.254218771383798,spring
New York,2010-04-26,9.438035609464166,spring
New York,2010-04-27,7.3026740258005525,spring
New York,2010-04-28,21.986950417932633,spring
New York,2010-04-29,8.037152056011255,spring
New York,2010-04-30,9.128320879299002,spring
New York,2010-05-01,19.29177780163559,spring
New York,2010-05-02,13.40887071214539,spring
New York,2010-05-03,18.537972225882733,spring
New York,2010-05-04,8.25490018357427,spring
New York,2010-05-05,16.69601400784665,spring
New York,2010-05-06,12.879650351488557,spring
New York,2010-05-07,7.850510087190873,spring
New York,2010-05-08,11.572711014739294,spring
New York,2010-05-09,6.8922219865126735,spring
New York,2010-05-10,13.079865596103616,spring
New York,2010-05-11,13.937477106142914,spring
New York,2010-05-12,6.326144124520792,spring
New York,2010-05-13,11.579425433597633,spring
New York,2010-05-14,15.699132993940538,spring
New York,2010-05-15,12.723058723433503,spring
New York,2010-05-16,17.867025586558952,spring
New York,2010-05-17,17.846370740957607,spring
New York,2010-05-18,13.506248495405764,spring
New York,2010-05-19,10.988148569816332,spring
New York,2010-05-20,19.934685275668834,spring
New York,2010-05-21,7.493813968383318,spring
New York,2010-05-22,7.805827517377869,spring
New York,2010-05-23,3.302234682411683,spring
New York,2010-05-24,7.801396513091293,spring
New York,2010-05-25,12.651170229584029,spring
New York,2010-05-26,5.585407611047386,spring
New York,2010-05-27,15.13328232204232,spring
New York,2010-05-28,18.031999286733974,spring
New York,2010-05-29,10.709163912404163,spring
New York,2010-05-30,16.110604837145814,spring
New York,2010-05-31,17.368862453400986,spring
New York,2010-06-01,19.699025470879,summer
New York,2010-06-02,25.3157564027518,summer
New York,2010-06-03,25.40112196051248,summer
New York,2010-06-04,23.30582004912111,summer
New York,2010-06-05,29.67787869337009,summer
New York,2010-06-06,28.150431493975347,summer
New York,2010-06-07,28.085719420854232,summer
New York,2010-06-08,24.30685376401012,summer
New York,2010-06-09,30.087885558548464,summer
New York,2010-06-10,19.72900192927219,summer
New York,2010-06-11,27.24431247817951,summer
New York,2010-06-12,28.268803842418894,summer
New York,2010-06-13,33.89267081125614,summer
New York,2010-06-14,33.21128419157979,summer
New York,2010-06-15,23.31873614942799,summer
New York,2010-06-16,28.08279327886641,summer
New York,2010-06-17,26.51780785255144,summer
New York,2010-06-18,22.602088758561365,summer
New York,2010-06-19,20.00376479278975,summer
New York,2010-06-20,22.767310292398655,summer
New York,2010-06-21,23.447293442903753,summer
New York,2010-06-22,29.17525266284619,summer
New York,2010-06-23,16.840035595174413,summer
New York,2010-06-24,24.09720392542032,summer
New York,2010-06-25,26.76130343548663,summer
New York,2010-06-26,13.550699546813368,summer
New York,2010-06-27,26.398425845130816,summer
New York,2010-06-28,21.81747742873894,summer
New York,2010-06-29,25.703683513803494,summer
New York,2010-06-30,21.407708782064102,summer
New York,2010-07-01,21.466033746810076,summer
New York,2010-07-02,25.291273167087216,summer
New York,2010-07-03,26.95170998438222,summer
New York,2010-07-04,21.306120935615755,summer
New York,2010-07-05,30.60343417545534,summer
New York,2010-07-06,36.88037852433783,summer
New York,2010-07-07,19.302491681522042,summer
New York,2010-07-08,24.879102077566667,summer
New York,2010-07-09,18.05844578678852,summer
New York,2010-07-10,16.26509971601957,summer
New York,2010-07-11,22.274663772878537,summer
New York,2010-07-12,24.63695636070625,summer
New York,2010-07-13,18.884278462495544,summer
New York,2010-07-14,22.771696985466527,summer
New York,2010-07-15,30.48891345420385,summer
New York,2010-07-16,23.238858169062798,summer
New York,2010-07-17,26.615421328874447,summer
New York,2010-07-18,20.35402367134526,summer
New York,2010-07-19,35.92171125465386,summer
New York,2010-07-20,17.69277060659874,summer
New York,2010-07-21,20.547039088127164,summer
New York,2010-07-22,21.33607482050304,summer
New York,2010-07-23,23.97444637495673,summer
New York,2010-07-24,26.78109578056352,summer
New York,2010-07-25,24.492608076378584,summer
New York,2010-07-26,26.321794803802522,summer
New York,2010-07-27,28.629376611401927,summer
New York,2010-07-28,29.683521271942467,summer
New York,2010-07-29,26.226177398796604,summer
New York,2010-07-30,32.78707252637837,summer
New York,2010-07-31,25.896805884581624,summer
New York,2010-08-01,27.799131176794322,summer
New York,2010-08-02,24.12292313071379,summer
New York,2010-08-03,28.82473554110019,summer
New York,2010-08-04,18.72854055224629,summer
New York,2010-08-05,25.83688242745101,summer
New York,2010-08-06,24.79517198578193,summer
New York,2010-08-07,36.60668801710477,summer
New York,2010-08-08,26.847460815594708,summer
New York,2010-08-09,33.25561162909963,summer
New York,2010-08-10,25.752834654892798,summer
New York,2010-08-11,20.06050319553305,summer
New York,2010-08-12,11.322434863133626,summer
New York,2010-08-13,24.586680127189876,summer
New York,2010-08-14,23.01098603828993,summer
New York,2010-08-15,26.60957600179463,summer
New York,2010-08-16,15.795151577864958,summer
New York,2010-08-17,25.08292607537625,summer
New York,2010-08-18,30.604590861127438,summer
New York,2010-08-19,33.11529935083389,summer
New York,2010-08-20,22.453823539072193,summer
New York,2010-08-21,26.226877217741293,summer
New York,2010-08-22,31.512797903664556,summer
New York,2010-08-23,25.924158402416957,summer
New York,2010-08-24,27.839188362031994,summer
New York,2010-08-25,30.091541145549222,summer
New York,2010-08-26,18.79872028123922,summer
New York,2010-08-27,27.25582265264883,summer
New York,2010-08-28,29.596845661711786,summer
New York,2010-08-29,21.961639268590496,summer
New York,2010-08-30,25.669998556781305,summer
New York,2010-08-31,25.575152716390722,summer
New York,2010-09-01,15.790971436958618,autumn
New York,2010-09-02,14.680755599377006,autumn
New York,2010-09-03,20.980652273079627,autumn
New York,2010-09-04,12.632731416077629,autumn
New York,2010-09-05,26.375338576986742,autumn
New York,2010-09-06,25.674771240691456,autumn
New York,2010-09-07,13.655866811141264,autumn
New York,2010-09-08,26.094268846084205,autumn
New York,2010-09-09,17.114774573184842,autumn
New York,2010-09-10,8.926577298881401,autumn
New York,2010-09-11,7.46002916045557,autumn
New York,2010-09-12,8.81146360120064,autumn
New York,2010-09-13,14.902226035493406,autumn
New York,2010-09-14,24.522327566770123,autumn
New York,2010-09-15,8.765419495891846,autumn
New York,2010-09-16,11.263240254939245,autumn
New York,2010-09-17,28.38357000501523,autumn
New York,2010-09-18,12.34182031113249,autumn
New York,2010-09-19,9.696944967346894,autumn
New York,2010-09-20,14.970383261458831,autumn
New York,2010-09-21,11.02517461617841,autumn
New York,2010-09-22,10.484889795089188,autumn
New York,2010-09-23,11.897221375521667,autumn
New York,2010-09-24,19.68939947490204,autumn
New York,2010-09-25,13.89810280413435,autumn
New York,2010-09-26,14.491151973623257,autumn
New York,2010-09-27,9.693632764540773,autumn
New York,2010-09-28,10.894153756344208,autumn
New York,2010-09-29,19.36203565496885,autumn
New York,2010-09-30,14.523510653231822,autumn
New York,2010-10-01,12.190545616177832,autumn
New York,2010-10-02,14.863108105172158,autumn
New York,2010-10-03,16.137042799240326,autumn
New York,2010-10-04,20.058248272240416,autumn
New York,2010-10-05,10.005972480416439,autumn
New York,2010-10-06,15.159164554047166,autumn
New York,2010-10-07,9.309669713138014,autumn
New York,2010-10-08,22.970127982694322,autumn
New York,2010-10-09,17.528466819854728,autumn
New York,2010-10-10,17.71840112802106,autumn
New York,2010-10-11,13.615142821923294,autumn
New York,2010-10-12,10.170908742963814,autumn
New York,2010-10-13,12.49149435253311,autumn
New York,2010-10-14,8.473997490065114,autumn
New York,2010-10-15,13.7998232946006,autumn
New York,2010-10-16,18.178027287905103,autumn
New York,2010-10-17,15.659652277156049,autumn
New York,2010-10-18,18.929128181946542,autumn
New York,2010-10-19,12.695198474215495,autumn
New York,2010-10-20,11.864695948857669,autumn
New York,2010-10-21,14.48990432407279,autumn
New York,2010-10-22,13.02079511748657,autumn
New York,2010-10-23,17.422300811008917,autumn
New York,2010-10-24,15.383317798862384,autumn
New York,2010-10-25,11.203375092604002,autumn
New York,2010-10-26,13.498260321819858,autumn
New York,2010-10-27,15.611740207074165,autumn
New York,2010-10-28,9.50368783516188,autumn
New York,2010-10-29,10.84207273727547,autumn
New York,2010-10-30,23.674622879606158,autumn
New York,2010-10-31,10.239520109354785,autumn
New York,2010-11-01,17.50405242262113,autumn
New York,2010-11-02,15.418496009064876,autumn
New York,2010-11-03,10.815773127188038,autumn
New York,2010-11-04,11.671047133331971,autumn
New York,2010-11-05,25.742493306203997,autumn
New York,2010-11-06,5.539338277668428,autumn
New York,2010-11-07,17.423784932411948,autumn
New York,2010-11-08,22.188915053206326,autumn
New York,2010-11-09,14.324031754645867,autumn
New York,2010-11-10,7.207020331901862,autumn
New York,2010-11-11,19.87611761154647,autumn
New York,2010-11-12,26.279343728581466,autumn
New York,2010-11-13,14.61287682329435,autumn
New York,2010-11-14,14.13231712146589,autumn
New York,2010-11-15,2.621778806004791,autumn
New York,2010-11-16,12.018526669843238,autumn
New York,2010-11-17,11.453341578005434,autumn
New York,2010-11-18,10.490329818611148,autumn
New York,2010-11-19,16.53978876237909,autumn
New York,2010-11-20,24.649295851534685,autumn
New York,2010-11-21,10.368803400786195,autumn
New York,2010-11-22,16.66622961677719,autumn
New York,2010-11-23,12.91993342545079,autumn
New York,2010-11-24,16.89115517066482,autumn
New York,2010-11-25,9.99963175381905,autumn
New York,2010-11-26,10.457648665033691,autumn
New York,2010-11-27,10.586613428792598,autumn
New York,2010-11-28,14.64432465015062,autumn
New York,2010-11-29,11.661419575701915,autumn
New York,2010-11-30,13.478258007689028,autumn
New York,2010-12-01,-0.03553297222187965,winter
New York,2010-12-02,4.9134010437563695,winter
New York,2010-12-03,-0.6176702404697274,winter
New York,2010-12-04,5.7655169490318245,winter
New York,2010-12-05,-5.002246626412383,winter
New York,2010-12-06,-4.911625089172611,winter
New York,2010-12-07,-2.580013117261011,winter
New York,2010-12-08,10.011194383337077,winter
New York,2010-12-09,7.27184669002098,winter
New York,2010-12-10,-2.3513818973883125,winter
New York,2010-12-11,1.3530551857837034,winter
New York,2010-12-12,3.082868161444823,winter
New York,2010-12-13,-4.785572666028124,winter
New York,2010-12-14,-2.0917301356811078,winter
New York,2010-12-15,3.1895286040473723,winter
New York,2010-12-16,-1.86869630472859,winter
New York,2010-12-17,-1.5806157781411343,winter
New York,2010-12-18,-12.063015939890562,winter
New York,2010-12-19,0.5088078189829719,winter
New York,2010-12-20,9.081741492360685,winter
New York,2010-12-21,-1.9998015997396847,winter
New York,2010-12-22,2.6624254072317304,winter
New York,2010-12-23,0.5601317459284859,winter
New York,2010-12-24,6.607008213113552,winter
New York,2010-12-25,9.881638192452062,winter
New York,2010-12-26,14.941161272775327,winter
New York,2010-12-27,-1.4836796940001131,winter
New York,2010-12-28,-0.9489537436272439,winter
New York,2010-12-29,-13.03811986834056,winter
New York,2010-12-30,-5.677420987263973,winter
New York,2010-12-31,1.2624621047956788,winter
New York,2011-01-01,9.054421520312708,winter
New York,2011-01-02,-8.907610863266985,winter
New York,2011-01-03,-9.519577951232574,winter
New York,2011-01-04,0.7153189892408357,winter
New York,2011-01-05,7.028626149410728,winter
New York,2011-01-06,7.226834300395137,winter
New York,2011-01-07,6.137609945734744,winter
New York,2011-01-08,10.593354235737781,winter
New York,2011-01-09,0.3991445707272568,winter
New York,2011-01-10,2.7433598777495307,winter
New York,2011-01-11,-2.939523087103547,winter
New York,2011-01-12,-1.616499446265958,winter
New York,2011-01-13,2.261771933753162,winter
New York,2011-01-14,-1.5061778293614738,winter
New York,2011-01-15,6.0753225091342,winter
New York,2011-01-16,-1.1582023285230476,winter
New York,2011-01-17,-2.0882749236917135,winter
New York,2011-01-18,4.714732468545343,winter
New York,2011-01-19,-14.980154215157544,winter
New York,2011-01-20,-5.971954017811001,winter
New York,2011-01-21,-4.54863843246442,winter
New York,2011-01-22,0.7515235849392098,winter
New York,2011-01-23,5.108881854137395,winter
New York,2011-01-24,-3.4948672035473676,winter
New York,2011-01-25,-5.4505782162104035,winter
New York,2011-01-26,-6.15270739589837,winter
New York,2011-01-27,-0.9625054278924616,winter
New York,2011-01-28,-7.803727407417526,winter
New York,2011-01-29,-1.2477025971226625,winter
New York,2011-01-30,-0.8080496607311238,winter
New York,2011-01-31,-4.624691296160344,winter
New York,2011-02-01,-5.320786451350178,winter
New York,2011-02-02,4.566222048272936,winter
New York,2011-02-03,-0.7575447175654942,winter
New York,2011-02-04,-0.3788241347418172,winter
New York,2011-02-05,2.6740583617561335,winter
New York,2011-02-06,5.929949397542908,winter
New York,2011-02-07,-4.0520962005038195,winter
New York,2011-02-08,-0.9187218483528402,winter
New York,2011-02-09,2.4934980442338794,winter
New York,2011-02-10,-11.23722849841371,winter
New York,2011-02-11,7.6776902131330695,winter
New York,2011-02-12,6.280301903337108,winter
New York,2011-02-13,5.545717654707465,winter
New York,2011-02-14,-8.417022219146132,winter
New York,2011-02-15,-0.10173828380085188,winter
New York,2011-02-16,0.3534828173361677,winter
New York,2011-02-17,-4.069347484390117,winter
New York,2011-02-18,-2.475097593897404,winter
New York,2011-02-19,-2.377271240390038,winter
New York,2011-02-20,-3.04817136382679,winter
New York,2011-02-21,-1.9598527036244335,winter
New York,2011-02-22,4.032200641637667,winter
New York,2011-02-23,3.431898066235346,winter
New York,2011-02-24,0.021678803611003876,winter
New York,2011-02-25,1.0567801430016073,winter
New York,2011-02-26,-5.324790143928628,winter
New York,2011-02-27,-7.391003313270417,winter
New York,2011-02-28,0.5786438013440822,winter
New York,2011-03-01,1.7878040123860828,spring
New York,2011-03-02,16.35760395924403,spring
New York,2011-03-03,12.058619358677221,spring
New York,2011-03-04,3.132526942873782,spring
New York,2011-03-05,9.733338811967679,spring
New York,2011-03-06,16.042489277352693,spring
New York,2011-03-07,8.294049820500975,spring
New York,2011-03-08,2.4092942379289175,spring
New York,2011-03-09,10.825054438205468,spring
New York,2011-03-10,12.610024451349318,spring
New York,2011-03-11,16.412282196405812,spring
New York,2011-03-12,15.127153053733409,spring
New York,2011-03-13,9.365085619819864,spring
New York,2011-03-14,10.062257831700297,spring
New York,2011-03-15,6.436575255555907,spring
New York,2011-03-16,10.119767461248404,spring
New York,2011-03-17,11.109493237546118,spring
New York,2011-03-18,5.530943894788366,spring
New York,2011-03-19,14.963862688223376,spring
New York,2011-03-20,13.706474162518674,spring
New York,2011-03-21,19.836087531522818,spring
New York,2011-03-22,12.379392965659441,spring
New York,2011-03-23,18.172674804757317,spring
New York,2011-03-24,21.343215893137014,spring
New York,2011-03-25,8.407128809182103,spring
New York,2011-03-26,13.479243116093173,spring
New York,2011-03-27,12.166158648512301,spring
New York,2011-03-28,9.3672662839448,spring
New York,2011-03-29,1.6370486610261707,spring
New York,2011-03-30,5.718700181742109,spring
New York,2011-03-31,5.575144443398406,spring
New York,2011-04-01,9.663901063431418,spring
New York,2011-04-02,6.252966475014295,spring
New York,2011-04-03,10.999451747460036,spring
New York,2011-04-04,6.201650671974468,spring
New York,2011-04-05,6.272381936654229,spring
New York,2011-04-06,17.244949530356852,spring
New York,2011-04-07,6.6610382017495455,spring
New York,2011-04-08,19.247281703525715,spring
New York,2011-04-09,16.69460164800206,spring
New York,2011-04-10,11.990418409150207,spring
New York,2011-04-11,5.693711326014462,spring
New York,2011-04-12,11.066199926138964,spring
New York,2011-04-13,10.839504615594448,spring
New York,2011-04-14,16.08486548093625,spring
New York,2011-04-15,6.723051550486724,spring
New York,2011-04-16,1.69057817493972,spring
New York,2011-04-17,6.692643129171529,spring
New York,2011-04-18,15.899859217614031,spring
New York,2011-04-19,0.14653639577880284,spring
New York,2011-04-20,6.859725006387263,spring
New York,2011-04-21,18.537981850124158,spring
New York,2011-04-22,5.656042876029385,spring
New York,2011-04-23,10.689308826915676,spring
New York,2011-04-24,12.913760805987977,spring
New York,2011-04-25,10.626218430413969,spring
New York,2011-04-26,3.21930935024195,spring
New York,2011-04-27,5.518110731604224,spring
New York,2011-04-28,12.589178309575615,spring
New York,2011-04-29,4.496871119061112,spring
New York,2011-04-30,13.173271573244351,spring
New York,2011-05-01,16.627767391851265,spring
New York,2011-05-02,18.364919143502615,spring
New York,2011-05-03,10.750021535633397,spring
New York,2011-05-04,14.50269097171281,spring
New York,2011-05-05,7.271368492292276,spring
New York,2011-05-06,10.427582177768967,spring
New York,2011-05-07,5.885088802632698,spring
New York,2011-05-08,2.087732172977593,spring
New York,2011-05-09,5.030493511857044,spring
New York,2011-05-10,10.860870458071597,spring
New York,2011-05-11,6.3758509034282635,spring
New York,2011-05-12,15.22384009280676,spring
New York,2011-05-13,6.07288362362513,spring
New York,2011-05-14,9.295819950810678,spring
New York,2011-05-15,-6.875718215805225,spring
New York,2011-05-16,6.290764805457799,spring
New York,2011-05-17,10.009278123225522,spring
New York,2011-05-18,1.5662757476966984,spring
New York,2011-05-19,7.131231084202261,spring
New York,2011-05-20,9.217928404538583,spring
New York,2011-05-21,10.39688076542742,spring
New York,2011-05-22,10.664040190349834,spring
New York,2011-05-23,6.748426787408782,spring
New York,2011-05-24,3.6184242425431457,spring
New York,2011-05-25,7.351339162278571,spring
New York,2011-05-26,8.695355272154156,spring
New York,2011-05-27,11.502493675221507,spring
New York,2011-05-28,4.589488791296014,spring
New York,2011-05-29,12.185783268821233,spring
New York,2011-05-30,4.609621395600698,spring
New York,2011-05-31,8.604512403300685,spring
New York,2011-06-01,24.464577322505036,summer
New York,2011-06-02,25.748158142430324,summer
New York,2011-06-03,25.76744169656565,summer
New York,2011-06-04,31.279124686034674,summer
New York,2011-06-05,18.09383987795132,summer
New York,2011-06-06,30.777793965950895,summer
New York,2011-06-07,20.025792109107392,summer
New York,2011-06-08,20.293594315504528,summer
New York,2011-06-09,24.30658945414431,summer
New York,2011-06-10,13.916930259091181,summer
New York,2011-06-11,32.4201640916728,summer
New York,2011-06-12,17.530495141080138,summer
New York,2011-06-13,30.109435912328877,summer
New York,2011-06-14,19.17808883271225,summer
New York,2011-06-15,23.989420614419696,summer
New York,2011-06-16,19.24856198997817,summer
New York,2011-06-17,19.25077877006667,summer
New York,2011-06-18,20.88676156993552,summer
New York,2011-06-19,24.774332994324393,summer
New York,2011-06-20,24.68228582671028,summer
New York,2011-06-21,28.01391236606554,summer
New York,2011-06-22,25.056435265929473,summer
New York,2011-06-23,29.636011109409665,summer
New York,2011-06-24,26.36409903377708,summer
New York,2011-06-25,22.251275014202804,summer
New York,2011-06-26,25.23060834451808,summer
New York,2011-06-27,28.48977381487935,summer
New York,2011-06-28,23.67898178570325,summer
New York,2011-06-29,29.87925878499549,summer
New York,2011-06-30,28.23639762455906,summer
New York,2011-07-01,21.712077425463278,summer
New York,2011-07-02,29.495128256718303,summer
New York,2011-07-03,28.212854602696577,summer
New York,2011-07-04,24.523736776449585,summer
New York,2011-07-05,22.337695900911534,summer
New York,2011-07-06,23.32691294021846,summer
New York,2011-07-07,26.654663469093546,summer
New York,2011-07-08,28.851470251352627,summer
New York,2011-07-09,19.901622674786832,summer
New York,2011-07-10,24.560967302405736,summer
New York,2011-07-11,17.447725681785613,summer
New York,2011-07-12,23.27037049039617,summer
New York,2011-07-13,29.056378792785647,summer
New York,2011-07-14,18.517292977522594,summer
New York,2011-07-15,29.302714697679008,summer
New York,2011-07-16,9.830730894719828,summer
New York,2011-07-17,18.334040399400195,summer
New York,2011-07-18,25.375781535195614,summer
New York,2011-07-19,35.18342377028825,summer
New York,2011-07-20,33.836081073331094,summer
New York,2011-07-21,19.780144499920077,summer
New York,2011-07-22,21.24215092575798,summer
New York,2011-07-23,19.459092815469717,summer
New York,2011-07-24,28.504617223701253,summer
New York,2011-07-25,22.113672974069488,summer
New York,2011-07-26,22.86134376978526,summer
New York,2011-07-27,11.826839964084076,summer
New York,2011-07-28,30.177983445382576,summer
New York,2011-07-29,22.84856879462779,summer
New York,2011-07-30,32.38274153547287,summer
New York,2011-07-31,18.90551901394187,summer
New York,2011-08-01,25.89911961728566,summer
New York,2011-08-02,29.34650844623289,summer
New York,2011-08-03,26.75004167168846,summer
New York,2011-08-04,29.1871868263943,summer
New York,2011-08-05,25.08660938679278,summer
New York,2011-08-06,21.706339111941354,summer
New York,2011-08-07,22.845144862369118,summer
New York,2011-08-08,27.562958136655627,summer
New York,2011-08-09,28.5499750258081,summer
New York,2011-08-10,24.249245975252972,summer
New York,2011-08-11,23.940023752713156,summer
New York,2011-08-12,24.726592382065142,summer
New York,2011-08-13,26.701683669087082,summer
New York,2011-08-14,33.39562178409776,summer
New York,2011-08-15,26.405428532086365,summer
New York,2011-08-16,33.74151391096582,summer
New York,2011-08-17,20.82144191653979,summer
New York,2011-08-18,26.871220803956028,summer
New York,2011-08-19,25.509435718243168,summer
New York,2011-08-20,17.16881872525479,summer
New York,2011-08-21,24.904659054829704,summer
New York,2011-08-22,25.93319786655263,summer
New York,2011-08-23,28.177693655312474,summer
New York,2011-08-24,26.913226729531548,summer
New York,2011-08-25,31.58441902930342,summer
New York,2011-08-26,26.32689970618665,summer
New York,2011-08-27,15.425495189341415,summer
New York,2011-08-28,28.54456096752778,summer
New York,2011-08-29,21.883754015288865,summer
New York,2011-08-30,22.449512381749486,summer
New York,2011-08-31,31.95981665813343,summer
New York,2011-09-01,17.08762811719436,autumn
New York,2011-09-02,18.362487876433715,autumn
New York,2011-09-03,18.44760079386002,autumn
New York,2011-09-04,18.211629117357525,autumn
New York,2011-09-05,23.481044001190433,autumn
New York,2011-09-06,19.5675412282571,autumn
New York,2011-09-07,17.46280440984973,autumn
New York,2011-09-08,23.796879990924698,autumn
New York,2011-09-09,15.162607586866704,autumn
New York,2011-09-10,6.695944310774493,autumn
New York,2011-09-11,15.167664531529404,autumn
New York,2011-09-12,19.635878218013417,autumn
New York,2011-09-13,24.81097970477868,autumn
New York,2011-09-14,18.949331979459004,autumn
New York,2011-09-15,20.38685185548495,autumn
New York,2011-09-16,13.69037870010161,autumn
New York,2011-09-17,14.665699259020167,autumn
New York,2011-09-18,13.288049324624334,autumn
New York,2011-09-19,23.821459581690526,autumn
New York,2011-09-20,14.586296103775194,autumn
New York,2011-09-21,14.121308176079923,autumn
New York,2011-09-22,18.43318021926833,autumn
New York,2011-09-23,5.777524548762651,autumn
New York,2011-09-24,18.253135975805904,autumn
New York,2011-09-25,8.155518626087584,autumn
New York,2011-09-26,11.66852835906045,autumn
New York,2011-09-27,15.845194352602986,autumn
New York,2011-09-28,12.120630067443926,autumn
New York,2011-09-29,14.138252272234293,autumn
New York,2011-09-30,13.298854861963374,autumn
New York,2011-10-01,15.285028655086258,autumn
New York,2011-10-02,14.727349529842343,autumn
New York,2011-10-03,17.620698624455095,autumn
New York,2011-10-04,5.714892237140324,autumn
New York,2011-10-05,10.221780623535455,autumn
New York,2011-10-06,16.66050457622266,autumn
New York,2011-10-07,12.281974921009919,autumn
New York,2011-10-08,9.526808201280158,autumn
New York,2011-10-09,16.100268077627796,autumn
New York,2011-10-10,23.76223065781777,autumn
New York,2011-10-11,9.781284778487048,autumn
New York,2011-10-12,23.31893713473778,autumn
New York,2011-10-13,20.020365747843947,autumn
